Ensembl,ERR186009,ERR567612,ERR567614,ERR567616,ERR567620,ERR650557,ERR650558,ERR650559
ENSG00000276623,0,0,0,0,0,0,0,0
ENSG00000276624,0,0,0,0,0,0,0,0
ENSG00000276625,0,0,0,0,0,0,0,0
ENSG00000276626,0,0,0,0,0,0,0,0
ENSG00000276627,0,0,0,0,0,0,0,0
ENSG00000276628,0,0,0,0,0,0,0,0
ENSG00000276629,6,9,10,13,6,15,7,17
ENSG00000276631,0,0,0,0,0,1,0,0
ENSG00000276632,0,0,0,0,0,0,0,0
ENSG00000276633,2,6,6,5,16,7,1,3
ENSG00000276634,0,0,0,0,0,0,0,0
ENSG00000276635,0,0,0,0,0,0,0,0
ENSG00000276636,0,0,0,0,0,0,0,0
ENSG00000276637,0,0,0,0,0,0,0,0
ENSG00000276638,0,0,0,0,0,0,0,0
ENSG00000276639,0,0,0,0,0,0,0,0
ENSG00000276640,0,0,0,0,0,0,0,0
ENSG00000276641,1,1,1,3,2,2,1,4
ENSG00000276642,0,0,0,0,0,0,0,0
ENSG00000276643,0,0,0,0,0,0,0,0
ENSG00000276644,23,14,56,54,43,35,24,9
ENSG00000276645,3,14,7,21,26,8,18,11
ENSG00000276646,0,0,0,0,0,0,0,0
ENSG00000276647,0,0,0,0,0,0,0,0
ENSG00000276648,0,0,0,0,0,0,0,0
ENSG00000276649,0,0,1,1,0,0,0,0
ENSG00000276650,0,0,0,0,0,0,0,0
ENSG00000276651,15,9,22,14,4,10,18,9
ENSG00000276652,0,0,0,0,0,0,0,0
ENSG00000276653,0,0,0,0,0,0,0,0
ENSG00000276654,0,0,0,0,0,0,0,0
ENSG00000276655,0,0,0,0,0,0,0,0
ENSG00000276656,0,0,0,0,0,0,0,0
ENSG00000276657,0,0,0,0,0,0,0,0
ENSG00000276658,0,0,0,0,0,0,0,0
ENSG00000276659,0,0,0,0,0,0,0,0
ENSG00000276660,0,0,0,0,0,0,0,0
ENSG00000276661,0,0,0,0,0,0,0,0
ENSG00000276662,2,0,0,0,0,0,0,0
ENSG00000276663,3,2,17,10,13,6,5,3
ENSG00000276664,0,0,0,0,0,0,0,0
ENSG00000276665,0,0,0,0,0,0,0,0
ENSG00000276666,0,0,0,0,0,0,0,0
ENSG00000276667,0,0,0,0,0,0,0,0
ENSG00000276668,0,0,0,0,0,0,0,0
ENSG00000276669,1,1,0,0,0,0,0,0
ENSG00000276670,1,0,0,0,0,0,0,0
ENSG00000276671,1,0,0,0,1,1,0,1
ENSG00000276672,77,207,273,408,296,240,194,213
ENSG00000276673,0,0,0,0,0,0,0,0
ENSG00000276674,0,0,0,0,0,3,0,0
ENSG00000276675,0,0,0,0,0,0,0,0
ENSG00000276676,0,0,0,0,0,0,0,0
ENSG00000276677,0,0,0,0,0,0,0,0
ENSG00000276678,8,12,26,17,25,17,19,15
ENSG00000276679,1,2,2,2,4,2,1,3
ENSG00000276680,0,0,0,0,0,0,0,0
ENSG00000276681,0,0,0,0,0,0,0,0
ENSG00000276682,0,0,0,0,0,0,0,0
ENSG00000276683,0,0,0,0,0,0,0,0
ENSG00000276684,0,0,0,0,0,0,0,0
ENSG00000276685,0,0,0,0,0,0,0,0
ENSG00000276686,0,0,0,0,0,0,0,0
ENSG00000276687,0,0,0,0,1,0,0,0
ENSG00000276688,1,0,0,0,0,0,0,0
ENSG00000276689,0,4,0,1,2,1,4,2
ENSG00000276690,0,0,0,0,0,0,0,0
ENSG00000276691,0,3,6,3,5,6,6,2
ENSG00000276692,0,3,5,0,0,3,1,0
ENSG00000276693,0,0,0,0,0,0,1,4
ENSG00000276694,4,27,23,29,29,9,6,12
ENSG00000276695,0,0,0,0,0,0,0,0
ENSG00000276696,1,4,17,15,9,12,9,6
ENSG00000276697,0,0,0,0,0,0,0,0
ENSG00000276698,23,34,43,55,34,46,31,28
ENSG00000276699,64,191,248,278,302,229,141,218
ENSG00000276700,0,0,0,0,0,1,0,0
ENSG00000276701,0,0,0,0,0,0,0,0
ENSG00000276702,5,15,26,23,23,27,20,14
ENSG00000276703,0,0,0,0,0,0,0,0
ENSG00000276704,6,23,24,23,37,23,17,9
ENSG00000276705,10,40,20,11,27,6,2,19
ENSG00000276706,0,0,0,0,0,0,0,0
ENSG00000276707,0,0,0,0,0,0,0,0
ENSG00000276708,0,0,0,0,0,0,0,0
ENSG00000276709,0,0,0,0,0,0,0,0
ENSG00000276710,9,4,10,17,9,9,12,10
ENSG00000276711,0,0,0,0,0,0,0,0
ENSG00000276712,20,21,30,23,7,18,19,28
ENSG00000276713,0,0,0,0,0,0,0,0
ENSG00000276714,0,0,0,0,0,0,0,0
ENSG00000276715,0,0,0,3,1,1,1,0
ENSG00000276716,0,0,0,0,0,0,0,0
ENSG00000276717,0,0,0,0,0,0,0,0
ENSG00000276718,28,62,95,85,111,91,106,91
ENSG00000276719,0,0,0,0,0,0,0,0
ENSG00000276720,0,0,0,0,0,0,0,0
ENSG00000276721,0,0,0,0,0,0,0,0
ENSG00000276722,0,0,0,0,0,0,0,0
ENSG00000276723,0,0,0,0,0,0,0,0
ENSG00000276724,30,140,222,269,189,237,161,179
ENSG00000276725,0,0,0,0,0,0,0,0
ENSG00000276726,0,0,0,0,0,0,0,0
ENSG00000276727,1,0,0,2,0,1,2,0
ENSG00000276728,94,176,256,317,226,370,251,245
ENSG00000276729,0,1,0,1,0,0,1,0
ENSG00000276730,20,17,22,29,11,18,22,24
ENSG00000276731,0,0,0,0,0,0,0,0
ENSG00000276732,0,0,0,0,0,0,0,0
ENSG00000276733,0,0,0,0,0,0,0,0
ENSG00000276734,0,0,0,0,0,0,0,0
ENSG00000276735,1,0,3,4,2,2,1,1
ENSG00000276736,0,0,0,0,0,0,0,0
ENSG00000276737,0,0,0,0,0,0,0,0
ENSG00000276738,0,0,0,0,0,0,0,0
ENSG00000276739,0,0,0,0,0,0,0,0
ENSG00000276740,0,0,0,0,0,0,0,0
ENSG00000276741,0,0,0,0,0,0,0,0
ENSG00000276742,1,0,2,2,3,2,4,3
ENSG00000276743,0,0,0,0,0,0,0,0
ENSG00000276744,12,6,3,13,9,12,9,28
ENSG00000276745,1,1,0,0,1,0,0,0
ENSG00000276746,1,9,7,9,2,4,1,2
ENSG00000276747,1,0,0,0,2,0,0,0
ENSG00000276748,0,0,0,0,0,0,0,0
ENSG00000276750,0,0,0,0,0,0,0,0
ENSG00000276751,0,2,1,0,0,0,0,1
ENSG00000276752,0,0,0,0,0,0,0,0
ENSG00000276753,0,0,0,0,0,0,0,0
ENSG00000276754,1,1,10,7,10,5,3,13
ENSG00000276755,0,0,0,0,0,0,0,0
ENSG00000276756,0,0,0,0,3,0,0,0
ENSG00000276757,6,26,18,22,28,26,24,20
ENSG00000276758,0,0,0,0,0,0,0,0
ENSG00000276759,0,0,0,0,0,0,0,0
ENSG00000276760,0,0,0,0,0,0,0,0
ENSG00000276761,0,0,0,0,0,0,0,0
ENSG00000276762,0,0,0,0,0,0,0,0
ENSG00000276763,0,0,0,0,0,0,0,0
ENSG00000276764,0,0,0,0,0,0,0,0
ENSG00000276765,0,0,0,1,0,0,0,0
ENSG00000276766,0,0,0,0,0,0,0,0
ENSG00000276767,0,0,0,0,0,0,0,0
ENSG00000276768,2,14,10,14,16,19,15,15
ENSG00000276769,0,0,0,1,0,1,0,0
ENSG00000276770,1,3,3,5,5,4,3,0
ENSG00000276771,0,0,0,0,0,0,0,0
ENSG00000276772,0,0,1,0,0,0,0,0
ENSG00000276773,0,0,0,0,0,0,0,0
ENSG00000276774,0,0,0,0,0,0,0,0
ENSG00000276775,0,1,0,1,0,8,1,0
ENSG00000276776,0,0,0,0,0,0,0,0
ENSG00000276777,0,0,0,0,0,0,0,0
ENSG00000276778,0,0,0,0,1,0,0,0
ENSG00000276779,0,0,0,0,0,0,0,0
ENSG00000276780,0,0,0,0,0,0,0,0
ENSG00000276781,0,0,0,0,0,0,0,0
ENSG00000276782,0,0,0,0,0,0,0,0
ENSG00000276783,0,0,0,0,0,0,0,0
ENSG00000276784,0,0,0,0,0,0,0,0
ENSG00000276785,0,0,0,0,0,0,0,0
ENSG00000276786,0,0,0,0,0,1,0,0
ENSG00000276787,0,0,0,0,0,0,0,0
ENSG00000276788,0,0,0,0,0,0,0,0
ENSG00000276789,0,0,0,0,0,0,0,0
ENSG00000276790,0,0,0,0,0,0,0,0
ENSG00000276791,150,182,259,200,63,148,214,83
ENSG00000276792,0,0,0,0,0,0,0,0
ENSG00000276793,1,0,0,0,0,0,0,1
ENSG00000276794,0,0,0,0,0,0,0,0
ENSG00000276795,0,0,0,0,0,0,0,0
ENSG00000276796,0,0,0,0,0,9,0,0
ENSG00000276797,0,1,0,0,0,0,2,0
ENSG00000276798,0,0,0,0,0,0,0,0
ENSG00000276799,0,0,0,0,0,0,0,0
ENSG00000276800,0,0,0,0,0,0,0,0
ENSG00000276801,0,0,0,0,0,0,0,0
ENSG00000276802,0,0,0,0,0,0,0,0
ENSG00000276804,0,0,0,0,0,0,0,0
ENSG00000276805,0,0,1,5,0,12,2,2
ENSG00000276806,0,0,0,0,0,0,0,0
ENSG00000276807,0,0,0,0,0,0,0,0
ENSG00000276808,0,0,0,0,0,0,0,0
ENSG00000276809,17,89,75,78,117,34,38,33
ENSG00000276810,0,0,0,0,0,0,0,0
ENSG00000276811,0,0,0,0,0,0,0,0
ENSG00000276812,0,0,0,0,0,0,0,0
ENSG00000276813,0,0,0,0,0,0,0,0
ENSG00000276814,18,34,64,49,43,55,56,37
ENSG00000276815,0,0,0,0,0,0,0,0
ENSG00000276816,0,0,0,0,0,0,0,0
ENSG00000276817,0,0,0,0,0,0,0,0
ENSG00000276818,0,0,0,0,0,0,0,0
ENSG00000276819,63,110,94,166,43,155,179,179
ENSG00000276820,0,0,0,0,0,0,0,0
ENSG00000276821,0,0,0,0,0,0,0,0
ENSG00000276822,0,0,0,0,0,0,0,0
ENSG00000276823,4,6,13,9,14,9,6,1
ENSG00000276824,0,0,0,0,0,0,0,0
ENSG00000276825,0,0,0,0,0,0,0,0
ENSG00000276826,0,0,0,0,0,0,0,0
ENSG00000276827,0,0,0,0,0,0,0,0
ENSG00000276828,1,0,2,1,0,0,0,2
ENSG00000276829,0,0,0,0,0,0,0,0
ENSG00000276830,7,8,10,21,13,14,10,12
ENSG00000276831,18,14,9,5,2,9,13,4
ENSG00000276832,1,1,0,10,4,1,6,1
ENSG00000276833,0,0,0,0,0,0,0,0
ENSG00000276834,0,0,0,0,0,0,0,0
ENSG00000276835,0,0,0,0,0,0,0,0
ENSG00000276836,0,0,0,0,0,0,0,0
ENSG00000276838,0,0,0,0,0,0,0,0
ENSG00000276839,18,20,30,27,36,21,10,36
ENSG00000276840,0,9,6,7,6,9,9,4
ENSG00000276841,0,0,0,0,0,0,0,0
ENSG00000276842,1,0,3,4,2,4,1,0
ENSG00000276844,0,0,0,0,0,0,0,0
ENSG00000276845,0,0,0,0,0,0,0,0
ENSG00000276846,0,1,5,9,1,2,7,0
ENSG00000276847,0,0,0,0,0,0,0,0
ENSG00000276848,0,0,0,0,0,0,0,0
ENSG00000276849,0,0,0,0,0,0,0,0
ENSG00000276850,0,0,0,0,0,0,0,0
ENSG00000276851,1,0,0,0,0,0,0,0
ENSG00000276852,3,4,8,5,7,10,2,3
ENSG00000276853,104,312,315,336,267,272,247,163
ENSG00000276854,0,0,0,0,0,0,0,0
ENSG00000276855,0,0,2,0,0,0,0,0
ENSG00000276856,0,0,0,0,0,0,0,0
ENSG00000276857,0,0,0,0,0,0,0,0
ENSG00000276858,0,0,0,0,0,0,0,0
ENSG00000276859,0,0,0,0,0,0,0,0
ENSG00000276860,0,0,0,0,0,0,0,0
ENSG00000276861,0,0,0,0,0,0,0,0
ENSG00000276862,0,2,0,0,6,4,0,0
ENSG00000276863,40,1,3,0,1,0,0,4
ENSG00000276865,0,0,0,0,0,0,0,0
ENSG00000276866,0,0,0,0,2,1,1,0
ENSG00000276867,75,128,58,134,38,160,82,191
ENSG00000276868,0,0,0,0,0,0,0,0
ENSG00000276869,0,0,0,0,0,0,0,0
ENSG00000276870,0,0,0,0,0,0,0,0
ENSG00000276871,0,0,0,0,0,0,0,0
ENSG00000276872,0,0,0,0,0,0,0,0
ENSG00000276873,0,0,0,0,0,0,0,0
ENSG00000276874,0,0,0,0,0,0,0,0
ENSG00000276875,0,0,0,0,0,0,0,0
ENSG00000276876,0,0,0,0,0,0,0,0
ENSG00000276877,0,0,0,0,0,0,0,0
ENSG00000276878,0,0,0,0,0,0,0,0
ENSG00000276879,0,0,0,0,0,0,0,0
ENSG00000276880,0,0,0,0,0,0,0,0
ENSG00000276881,0,0,0,0,0,0,0,0
ENSG00000276882,0,0,0,0,0,0,0,0
ENSG00000276883,0,0,0,0,0,0,0,0
ENSG00000276884,0,0,1,0,1,1,0,0
ENSG00000276885,0,0,0,0,0,0,0,0
ENSG00000276886,0,0,0,0,0,0,0,0
ENSG00000276887,0,0,0,0,0,0,0,0
ENSG00000276888,0,0,0,0,0,0,0,0
ENSG00000276889,2,0,3,2,2,3,3,3
ENSG00000276890,0,0,3,9,4,1,4,1
ENSG00000276891,0,0,0,0,0,0,0,0
ENSG00000276892,0,2,0,1,4,0,0,1
ENSG00000276893,1,7,10,6,2,16,5,10
ENSG00000276894,0,0,0,0,0,0,0,0
ENSG00000276895,0,0,0,0,0,0,0,0
ENSG00000276896,0,0,0,0,0,0,0,0
ENSG00000276897,0,0,0,0,0,0,0,0
ENSG00000276898,0,0,0,0,0,0,0,0
ENSG00000276899,0,0,0,0,0,0,0,0
ENSG00000276900,85,135,111,126,60,129,106,84
ENSG00000276901,0,0,0,0,0,0,0,0
ENSG00000276902,0,0,0,0,0,0,0,0
ENSG00000276903,86,26,70,36,7,58,39,46
ENSG00000276904,0,0,0,0,0,0,0,0
ENSG00000276906,0,0,0,0,0,0,0,0
ENSG00000276907,0,0,0,0,0,0,0,0
ENSG00000276908,2,8,5,3,1,6,1,2
ENSG00000276909,0,0,0,0,0,0,0,0
ENSG00000276910,0,0,0,0,0,0,0,0
ENSG00000276911,0,0,0,0,0,0,0,0
ENSG00000276912,0,0,0,0,0,0,0,0
ENSG00000276913,0,0,0,0,0,0,0,0
ENSG00000276914,0,0,0,0,0,0,0,0
ENSG00000276915,0,0,0,0,0,0,0,0
ENSG00000276916,3,3,11,4,17,16,6,13
ENSG00000276917,0,0,0,0,0,0,0,0
ENSG00000276918,1,8,7,2,8,4,1,3
ENSG00000276919,0,0,0,0,0,0,0,0
ENSG00000276920,0,0,0,0,0,0,0,0
ENSG00000276921,0,0,0,0,0,0,0,0
ENSG00000276922,0,0,0,0,0,0,0,0
ENSG00000276923,0,0,1,0,0,0,0,0
ENSG00000276924,7,0,0,0,0,0,0,0
ENSG00000276925,0,0,0,0,0,0,0,0
ENSG00000276926,1,2,4,10,4,18,9,5
ENSG00000276927,0,8,15,15,10,9,10,12
ENSG00000276928,0,0,0,0,0,0,0,0
ENSG00000276929,0,0,0,0,0,0,0,0
ENSG00000276930,0,0,0,0,0,0,0,0
ENSG00000276931,41,46,58,56,54,67,46,47
ENSG00000276932,0,0,0,0,0,0,0,0
ENSG00000276933,0,0,0,0,0,0,0,0
ENSG00000276934,28,78,66,96,83,99,54,53
ENSG00000276935,0,0,0,0,0,0,0,0
ENSG00000276936,20,0,0,0,0,0,0,0
ENSG00000276937,0,0,0,0,0,0,0,0
ENSG00000276938,0,0,0,0,0,0,0,0
ENSG00000276939,0,1,0,0,1,0,0,0
ENSG00000276940,0,0,0,0,0,0,0,0
ENSG00000276941,0,0,0,0,0,0,0,0
ENSG00000276942,0,0,0,0,0,0,0,0
ENSG00000276943,0,0,0,0,0,0,0,0
ENSG00000276944,0,0,0,0,0,0,0,0
ENSG00000276945,7,18,17,26,19,26,21,16
ENSG00000276946,0,0,0,0,0,0,0,0
ENSG00000276948,0,0,0,0,0,0,0,0
ENSG00000276949,0,0,0,0,0,0,0,0
ENSG00000276950,3,8,7,4,3,3,3,3
ENSG00000276951,0,0,0,0,0,0,0,0
ENSG00000276952,9,13,17,18,9,24,28,4
ENSG00000276953,190,141,200,376,134,269,358,194
ENSG00000276954,0,0,0,0,0,0,0,0
ENSG00000276955,0,0,0,0,0,0,0,0
ENSG00000276956,0,0,0,0,0,0,0,1
ENSG00000276957,1,6,3,5,3,8,7,7
ENSG00000276958,1,0,4,3,2,2,0,2
ENSG00000276959,0,0,0,0,0,0,0,0
ENSG00000276960,0,0,0,0,0,0,0,0
ENSG00000276961,11,11,12,20,29,27,17,11
ENSG00000276962,0,0,0,0,0,0,0,0
ENSG00000276963,0,0,0,0,0,0,0,0
ENSG00000276964,0,0,0,0,0,0,0,0
ENSG00000276965,0,0,0,0,0,0,0,0
ENSG00000276966,6489,5524,7535,7348,2563,7369,6965,6512
ENSG00000276967,0,1,1,0,0,1,0,0
ENSG00000276968,8,7,6,30,29,29,14,9
ENSG00000276969,0,0,0,0,0,0,0,0
ENSG00000276970,0,0,0,0,0,0,0,0
ENSG00000276971,0,0,0,0,0,0,0,0
ENSG00000276972,0,0,0,0,0,0,0,0
ENSG00000276973,0,0,0,0,0,0,0,0
ENSG00000276974,0,0,0,0,0,0,0,0
ENSG00000276975,2,1,7,1,6,4,5,3
ENSG00000276976,0,0,0,0,0,0,0,0
ENSG00000276977,0,0,0,0,0,0,0,0
ENSG00000276978,0,0,1,1,0,0,0,0
ENSG00000276979,0,0,0,0,0,0,0,0
ENSG00000276980,0,0,0,0,0,0,0,0
ENSG00000276982,0,0,0,0,0,0,0,0
ENSG00000276983,0,0,0,0,0,0,0,0
ENSG00000276984,3,2,7,10,2,9,5,5
ENSG00000276985,0,0,0,0,0,0,0,0
ENSG00000276986,0,0,0,0,0,0,0,0
ENSG00000276987,1,0,0,0,0,0,0,0
ENSG00000276988,17,38,40,46,62,35,20,34
ENSG00000276989,2,8,9,7,10,5,4,1
ENSG00000276990,0,0,0,0,0,0,0,0
ENSG00000276991,0,0,0,0,0,0,0,0
ENSG00000276992,0,0,0,0,0,0,0,0
ENSG00000276993,0,0,0,0,0,0,0,0
ENSG00000276994,0,0,0,0,0,0,0,0
ENSG00000276995,15,19,10,39,46,33,26,20
ENSG00000276996,0,0,0,0,0,0,0,0
ENSG00000276997,50,156,172,202,246,190,145,143
ENSG00000276998,0,0,0,0,0,0,0,0
ENSG00000276999,0,0,0,0,0,0,0,0
ENSG00000277000,0,2,1,0,1,2,1,0
ENSG00000277001,2,9,10,9,6,6,1,4
ENSG00000277002,0,2,0,1,1,2,0,0
ENSG00000277003,1,0,1,0,0,0,0,0
ENSG00000277004,0,0,0,0,0,0,0,0
ENSG00000277005,0,0,0,0,0,0,0,0
ENSG00000277006,0,0,0,0,0,0,0,0
ENSG00000277007,16,70,113,79,73,79,42,73
ENSG00000277008,0,0,0,0,0,0,0,0
ENSG00000277009,0,0,0,0,0,0,0,0
ENSG00000277010,2,1,0,0,0,2,0,0
ENSG00000277011,1,0,0,0,0,0,0,0
ENSG00000277012,0,0,0,0,0,0,0,0
ENSG00000277013,0,0,0,0,0,0,0,0
ENSG00000277014,0,0,0,0,0,0,0,0
ENSG00000277015,0,0,0,0,0,0,0,0
ENSG00000277016,0,0,0,0,0,0,0,0
ENSG00000277017,0,0,0,0,0,0,0,0
ENSG00000277018,0,0,0,0,0,0,0,0
ENSG00000277019,0,0,0,0,0,0,0,0
ENSG00000277020,0,3,2,0,1,7,4,1
ENSG00000277021,0,4,0,0,1,0,0,1
ENSG00000277022,6,24,21,41,41,16,12,12
ENSG00000277023,0,0,0,0,0,0,0,0
ENSG00000277024,0,0,0,0,0,0,0,0
ENSG00000277025,0,0,0,0,0,0,0,0
ENSG00000277026,0,0,0,0,0,0,0,0
ENSG00000277027,0,0,0,0,0,0,0,0
ENSG00000277028,0,0,0,0,0,0,0,0
ENSG00000277029,0,0,0,0,0,0,0,0
ENSG00000277030,0,0,0,0,0,0,0,0
ENSG00000277031,0,0,0,0,0,0,0,0
ENSG00000277032,0,0,0,0,0,0,0,0
ENSG00000277033,0,0,0,0,0,0,0,0
ENSG00000277034,0,0,0,0,0,0,0,0
ENSG00000277035,0,0,0,0,0,0,0,0
ENSG00000277036,0,0,0,0,0,0,0,0
ENSG00000277038,0,0,0,0,0,0,0,0
ENSG00000277039,7,5,10,10,9,6,8,11
ENSG00000277040,1,0,0,1,1,0,0,0
ENSG00000277041,0,0,0,0,0,0,0,0
ENSG00000277042,0,0,0,0,0,0,0,0
ENSG00000277043,0,0,0,0,0,0,0,0
ENSG00000277044,0,0,0,0,0,0,0,0
ENSG00000277045,0,0,0,0,0,0,0,0
ENSG00000277046,0,0,0,0,0,0,0,0
ENSG00000277047,0,0,0,0,0,0,0,2
ENSG00000277048,489,3897,3568,4698,909,7115,5566,8188
ENSG00000277049,0,0,0,0,0,0,0,0
ENSG00000277050,1,2,4,8,1,4,10,7
ENSG00000277051,1,2,1,0,0,6,3,0
ENSG00000277052,0,1,0,1,0,0,1,0
ENSG00000277053,48,108,225,208,167,241,202,211
ENSG00000277054,0,0,0,0,0,0,0,0
ENSG00000277055,0,0,0,0,0,0,0,0
ENSG00000277056,0,0,0,0,0,0,0,0
ENSG00000277057,1,0,0,0,0,2,1,0
ENSG00000277058,0,0,0,0,0,0,0,0
ENSG00000277059,0,0,0,0,0,0,0,0
ENSG00000277060,0,0,0,0,0,0,0,0
ENSG00000277061,0,0,0,0,0,0,0,0
ENSG00000277062,0,0,0,0,0,0,0,0
ENSG00000277063,0,0,0,0,0,0,0,0
ENSG00000277064,0,0,0,0,0,0,0,0
ENSG00000277066,0,0,0,0,0,0,0,0
ENSG00000277067,0,0,0,0,0,0,0,0
ENSG00000277068,0,0,0,0,0,0,0,0
ENSG00000277069,0,0,0,0,0,0,0,0
ENSG00000277070,0,0,0,0,0,0,0,0
ENSG00000277071,0,0,0,0,0,0,0,0
ENSG00000277072,334,499,521,592,398,484,430,428
ENSG00000277073,1,0,1,0,0,0,1,0
ENSG00000277074,0,0,0,0,0,0,0,0
ENSG00000277075,2449,1883,2560,2473,535,2334,1783,2022
ENSG00000277076,0,0,0,0,0,0,0,0
ENSG00000277077,1,1,1,0,0,0,1,1
ENSG00000277078,0,0,0,0,0,0,0,0
ENSG00000277079,0,0,0,0,0,0,0,0
ENSG00000277080,0,0,0,0,0,0,0,0
ENSG00000277081,0,0,0,0,0,0,0,0
ENSG00000277082,0,0,0,0,0,0,0,0
ENSG00000277083,3,2,4,7,0,3,2,2
ENSG00000277084,0,0,0,0,0,0,0,0
ENSG00000277085,0,0,0,0,0,0,0,0
ENSG00000277086,0,0,0,0,0,0,0,0
ENSG00000277087,0,4,4,6,10,10,7,8
ENSG00000277088,0,0,0,0,0,0,0,0
ENSG00000277089,8,11,14,20,17,14,13,15
ENSG00000277090,0,0,0,0,0,0,0,0
ENSG00000277091,0,0,0,0,0,0,0,0
ENSG00000277092,0,0,0,0,0,0,0,0
ENSG00000277093,0,0,0,0,0,0,0,0
ENSG00000277094,0,0,0,0,0,0,0,0
ENSG00000277095,0,0,0,0,0,0,0,0
ENSG00000277096,0,0,0,0,0,0,0,0
ENSG00000277097,0,0,0,0,0,0,0,0
ENSG00000277099,0,0,0,0,0,0,0,0
ENSG00000277100,0,0,0,0,0,0,0,0
ENSG00000277101,0,0,0,0,0,0,0,0
ENSG00000277102,0,0,0,0,0,0,0,0
ENSG00000277103,4,17,16,20,21,8,15,7
ENSG00000277104,0,0,0,0,0,0,0,0
ENSG00000277105,0,0,0,0,0,1,4,0
ENSG00000277106,0,0,0,0,0,0,0,0
ENSG00000277107,0,0,0,0,0,0,0,0
ENSG00000277108,0,0,0,0,0,0,0,0
ENSG00000277109,0,1,0,0,0,0,0,0
ENSG00000277110,0,0,0,0,0,0,0,0
ENSG00000277111,0,0,0,0,0,0,0,0
ENSG00000277112,5,6,5,10,5,11,2,1
ENSG00000277113,0,0,0,0,0,0,0,0
ENSG00000277114,0,0,0,0,0,0,0,0
ENSG00000277115,0,0,0,0,0,0,0,0
ENSG00000277116,0,0,0,0,1,0,0,0
ENSG00000277117,6,5,2,7,13,19,6,5
ENSG00000277118,0,0,1,0,0,0,0,0
ENSG00000277119,0,0,0,0,0,0,0,0
ENSG00000277120,0,0,0,0,0,0,0,0
ENSG00000277121,0,6,0,0,2,2,0,2
ENSG00000277122,0,0,0,0,0,0,0,0
ENSG00000277123,7,0,9,11,0,6,7,6
ENSG00000277124,0,0,0,0,0,0,0,0
ENSG00000277125,0,0,0,0,0,0,0,0
ENSG00000277126,0,0,0,0,0,0,0,0
ENSG00000277127,4,7,14,12,13,11,8,12
ENSG00000277128,0,0,0,0,0,0,0,0
ENSG00000277129,0,0,0,0,0,0,0,0
ENSG00000277130,56,207,295,289,213,204,194,212
ENSG00000277131,0,0,0,0,0,0,0,0
ENSG00000277132,0,0,0,0,0,0,0,0
ENSG00000277133,0,0,0,0,0,0,0,0
ENSG00000277134,0,0,0,0,0,0,0,0
ENSG00000277135,0,0,1,0,0,0,0,0
ENSG00000277136,3,1,4,6,7,7,2,3
ENSG00000277137,0,0,0,0,0,0,0,0
ENSG00000277138,2,6,6,5,4,5,7,6
ENSG00000277139,0,0,0,0,0,0,0,0
ENSG00000277140,0,0,0,0,0,0,0,0
ENSG00000277141,0,0,0,0,0,0,0,0
ENSG00000277142,60,71,102,78,68,109,98,70
ENSG00000277143,0,0,0,0,0,0,0,0
ENSG00000277144,0,0,0,1,0,0,0,0
ENSG00000277145,0,0,0,0,0,0,0,0
ENSG00000277146,0,0,0,0,0,0,0,0
ENSG00000277147,1372,1761,2041,2579,1817,2169,2284,3083
ENSG00000277148,0,0,0,0,0,0,0,0
ENSG00000277149,215,501,548,607,460,611,623,414
ENSG00000277150,10,20,36,49,38,98,63,13
ENSG00000277151,125,268,477,456,535,373,308,262
ENSG00000277152,1,1,4,0,0,0,0,0
ENSG00000277153,0,0,0,0,0,0,0,0
ENSG00000277154,0,0,0,0,0,0,0,0
ENSG00000277155,0,0,0,0,0,0,0,0
ENSG00000277156,0,0,0,0,0,0,0,0
ENSG00000277157,1321,567,666,728,296,583,732,496
ENSG00000277158,0,0,0,0,0,0,0,0
ENSG00000277159,18,44,52,65,74,60,37,26
ENSG00000277160,0,0,0,0,0,0,0,0
ENSG00000277161,151,294,421,432,236,453,379,251
ENSG00000277162,0,0,0,0,0,0,0,0
ENSG00000277163,0,0,0,0,0,0,0,0
ENSG00000277164,0,0,0,0,0,0,0,0
ENSG00000277165,0,0,0,0,0,0,0,0
ENSG00000277167,0,0,0,0,0,0,0,0
ENSG00000277168,0,1,3,5,2,3,4,0
ENSG00000277169,0,2,4,7,3,4,3,2
ENSG00000277170,32,25,26,42,16,42,47,26
ENSG00000277171,0,0,0,0,0,0,0,0
ENSG00000277172,0,0,0,0,0,0,0,0
ENSG00000277173,0,0,1,0,1,0,0,1
ENSG00000277174,0,0,0,0,0,0,0,0
ENSG00000277175,0,0,0,0,0,0,0,0
ENSG00000277176,0,0,0,0,0,0,0,0
ENSG00000277177,0,0,0,0,0,0,0,0
ENSG00000277178,0,0,0,0,0,0,0,0
ENSG00000277179,0,0,0,0,0,0,0,0
ENSG00000277180,0,0,0,0,0,0,0,0
ENSG00000277181,0,0,0,0,0,0,0,0
ENSG00000277182,1,1,1,2,3,2,0,1
ENSG00000277183,0,0,0,0,0,0,0,0
ENSG00000277184,0,0,0,0,0,0,0,0
ENSG00000277185,0,0,0,0,0,0,0,0
ENSG00000277186,0,0,1,1,1,0,0,0
ENSG00000277187,0,0,0,0,0,0,0,0
ENSG00000277188,0,1,1,0,0,2,0,0
ENSG00000277189,0,0,0,0,0,0,0,0
ENSG00000277190,0,0,0,0,0,0,0,0
ENSG00000277191,0,0,0,3,0,0,0,0
